id,product_id,session_id,viewed_at
ab1b6b17-4fa2-41e5-9579-be4cc029e109,c95fe8f4-5650-45ef-97fd-2479f35b42cc,023b3146-dc43-4cf3-a578-fff45f4de1d6,2026-05-13 05:22:39.203683+00
e3859068-5de1-4d6e-bfad-82ac39f46cc2,d6785e82-2386-4121-a169-b685ccf1d15f,ea11a17b-62db-45af-afaf-d44926788429,2026-05-13 17:54:41.840259+00
fe5fd053-0e96-4202-ae9d-a6be9fe08a24,d6785e82-2386-4121-a169-b685ccf1d15f,ea11a17b-62db-45af-afaf-d44926788429,2026-05-13 17:59:08.160347+00
6168b1c2-f0eb-4cae-b562-3325b2fc2b45,d6785e82-2386-4121-a169-b685ccf1d15f,ea11a17b-62db-45af-afaf-d44926788429,2026-05-13 18:00:34.229655+00
ce0d9277-2629-4ccc-985a-209b95ffda4b,d42b3750-2480-40ac-b5d7-fbb75ac56a8d,c95b28e9-e4f0-46f0-a371-9183c08bb0fa,2026-05-15 12:52:05.964621+00
b6f9d1f5-063a-4b01-86ab-ec898716e956,cb1c9997-2a1e-4ced-a4d9-39d9724697d3,2d4c72bc-e851-436e-be05-26fb240336ca,2026-05-15 12:52:10.667532+00
24d60305-15df-4e20-aca1-7c2d9405ec4e,34da3519-4fc6-4ed6-a157-651f2b1d318d,a974d29b-dd0f-4903-9d00-7ae8c05e1735,2026-05-22 09:19:46.110191+00
